location_id,time_id,weather_code_id,temperature_2m_max,temperature_2m_min,daylight_duration,sunshine_duration,precipitation_sum,rain_sum,snowfall_sum,precipitation_hours,wind_speed_10m_max,wind_gusts_10m_max,wind_direction_10m_dominant
0,202224300,63,33.1,24.3,45225.75,31671.5,11.2,11.2,0,6,21.3,38.5,109
0,202224400,61,29.8,25.2,45157.65,17883.87,8.0,8.0,0,14,15.2,29.2,343
0,202224500,63,32.5,25.2,45088.99,38550.11,10.2,10.2,0,6,14.0,25.6,49
0,202224600,65,32.4,24.7,45019.83,42435.89,29.8,29.8,0,7,14.6,30.2,85
0,202224700,51,31.7,25.8,44950.21,32834.73,1.2,1.2,0,8,14.8,27.7,327
0,202224800,1,32.3,24.1,44880.19,38856.64,0.0,0.0,0,0,12.6,25.9,329
0,202224900,3,33.5,25.4,44809.8,42232.09,0.0,0.0,0,0,11.7,25.2,21
0,202225000,65,32.2,23.7,44739.1,40123.54,32.0,32.0,0,14,10.0,28.8,20
0,202225100,65,26.3,23.3,44668.14,946.45,37.3,37.3,0,24,14.8,31.7,28
0,202225200,65,27.4,23.1,44596.95,0.0,26.9,26.9,0,22,8.3,19.8,298
0,202225300,61,30.3,23.7,44525.59,34181.91,9.2,9.2,0,12,8.7,19.1,33
0,202225400,51,31.0,23.8,44454.11,37498.43,0.3,0.3,0,2,10.5,21.6,32
0,202225500,63,30.8,24.1,44382.54,28911.24,7.4,7.4,0,4,14.5,28.8,37
0,202225600,51,32.0,24.6,44310.92,41267.48,0.1,0.1,0,1,7.5,15.1,171
0,202225700,2,31.5,25.7,44239.32,33617.8,0.0,0.0,0,0,12.4,21.2,146
0,202225800,65,32.1,25.1,44167.76,30185.1,10.5,10.5,0,11,10.2,35.3,146
0,202225900,65,29.4,24.6,44096.3,14474.42,38.1,38.1,0,19,10.4,22.7,99
0,202226000,63,29.1,24.6,44024.97,11922.91,10.8,10.8,0,10,10.1,24.8,91
0,202226100,51,32.1,24.7,43953.82,37393.73,0.4,0.4,0,3,11.6,19.8,145
0,202226200,1,33.3,25.1,43882.89,40761.9,0.0,0.0,0,0,12.8,22.7,149
0,202226300,65,33.3,23.8,43812.14,39783.63,19.0,19.0,0,6,13.0,24.1,69
0,202226400,63,29.4,23.1,43741.09,22034.08,19.0,19.0,0,20,12.1,25.6,20
0,202226500,65,27.6,23.1,43669.7,11492.27,21.4,21.4,0,13,12.0,32.0,351
0,202226600,61,31.3,24.2,43598.02,35996.02,4.7,4.7,0,9,14.8,36.4,11
0,202226700,63,29.7,23.0,43526.09,29568.52,14.3,14.3,0,14,19.5,37.4,26
0,202226800,65,29.0,23.7,43453.96,18580.8,14.7,14.7,0,8,11.4,31.0,312
0,202226900,51,31.2,24.3,43381.69,39390.69,0.3,0.3,0,3,10.1,22.7,334
0,202227000,51,32.6,25.5,43309.32,39170.74,0.7,0.7,0,4,20.7,36.4,352
0,202227100,63,28.4,23.3,43236.88,0.0,28.2,28.2,0,19,18.3,41.8,11
0,202227200,63,27.9,23.6,43164.44,3450.63,24.0,24.0,0,19,17.3,36.0,33
0,202227300,65,29.3,23.5,43092.04,18832.51,30.8,30.8,0,21,15.9,32.0,46
0,202227400,63,25.3,23.6,43019.73,0.0,46.1,46.1,0,24,9.7,19.4,102
0,202227500,61,28.0,23.1,42947.54,9237.25,7.7,7.7,0,13,12.1,27.4,127
